,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,days_used,normalized_used_price,normalized_new_price,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
652,3,0,12.75,1,0,16.0,8.0,64.0,4.0,2600.0,144.0,553,4.911477723,5.639137281,0,0,1,0,0,0,0
653,3,0,12.75,1,0,13.0,5.0,32.0,4.0,4100.0,158.4,599,4.388257184,5.3378265,0,0,1,0,0,0,0
654,3,0,15.44,1,0,23.0,8.0,32.0,4.0,4600.0,233.0,980,5.054141682,5.701078823,0,0,1,0,0,0,0
655,3,0,12.88,1,0,23.0,8.0,64.0,4.0,3000.0,170.0,676,4.749443675,5.438296677,0,0,1,0,0,0,0
656,3,0,12.83,1,0,16.0,8.0,64.0,4.0,3000.0,155.0,578,4.670021158,5.797272818,0,0,1,0,0,0,0
657,3,0,12.83,1,0,13.0,5.0,32.0,4.0,5000.0,202.0,928,4.446760449,5.140844508,0,0,1,0,0,0,0
658,3,0,10.29,1,0,8.0,2.0,32.0,4.0,2070.0,135.0,866,3.87036733,4.681297546,0,0,1,0,0,0,0
659,3,0,10.29,0,0,5.0,0.3,32.0,4.0,2070.0,125.0,545,3.822973189,4.503801692,0,0,1,0,0,0,0
660,3,0,12.83,1,0,8.0,5.0,16.0,4.0,3010.0,160.0,1003,4.210645018,5.01349786,0,0,1,0,0,0,0
661,3,0,12.7,1,0,8.0,5.0,16.0,4.0,2500.0,153.0,624,3.985273467,4.700934808,0,0,1,0,0,0,0
662,3,0,10.29,0,0,5.0,0.3,32.0,4.0,1600.0,133.5,727,3.822973189,4.264087337,0,1,0,0,0,0,0
663,3,0,12.7,0,0,8.0,2.0,16.0,4.0,2070.0,140.0,571,3.994708372,5.067456614,0,0,1,0,0,0,0
664,3,0,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,170.1,862,4.421367533,5.191177491,0,1,0,0,0,0,0
665,3,0,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,185.0,700,4.787658396,5.52469568,0,1,0,0,0,0,0
666,3,0,25.43,0,0,5.0,2.0,32.0,4.0,4890.0,510.0,999,4.783483721,5.080036971,0,1,0,0,0,0,0
667,3,0,12.7,0,0,8.0,2.0,32.0,4.0,2070.0,135.0,840,3.8019849,4.85624014,0,1,0,0,0,0,0
668,3,0,12.83,1,0,13.0,5.0,32.0,4.0,5000.0,202.0,1089,4.658521361,5.134915695,0,1,0,0,0,0,0
669,3,0,12.83,1,0,13.0,5.0,64.0,4.0,3000.0,170.0,715,4.799502655,5.857675979,0,1,0,0,0,0,0
670,3,0,15.24,1,0,13.0,5.0,16.0,4.0,3000.0,190.0,997,4.457018145,5.597532675,0,1,0,0,0,0,0
671,3,0,15.24,1,0,13.0,5.0,16.0,4.0,3000.0,190.0,1014,4.309590341,5.734117674,0,1,0,0,0,0,0
672,3,0,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,170.0,880,4.657762636,5.402001478,0,1,0,0,0,0,0
673,3,0,12.7,0,0,8.0,5.0,32.0,4.0,2040.0,140.0,989,4.358374106,5.299366816,0,1,0,0,0,0,0
674,3,0,12.7,1,0,13.0,5.0,32.0,4.0,2400.0,140.0,592,4.450736133,5.354508646,0,1,0,0,0,0,0
675,3,0,17.78,0,0,8.0,2.0,16.0,4.0,3500.0,272.0,885,4.565389316,5.071604954,0,1,0,0,0,0,0
676,3,0,12.7,1,0,8.0,2.0,32.0,4.0,2500.0,155.1,568,4.193435465,4.690797272,0,1,0,0,0,0,0
677,3,0,12.83,1,0,13.0,8.0,32.0,4.0,3030.0,156.0,777,4.337421451,5.704215714,0,1,0,0,0,0,0
678,3,0,20.32,1,0,5.0,2.0,32.0,4.0,4000.0,350.0,747,4.529476342,5.6327876,0,1,0,0,0,0,0
679,3,0,17.78,0,0,5.0,0.3,32.0,4.0,3450.0,265.0,934,4.135166557,4.958569772,0,1,0,0,0,0,0
680,3,0,12.83,1,0,13.0,13.0,16.0,4.0,3000.0,170.0,794,4.831986983,5.635682062,0,1,0,0,0,0,0
681,3,0,12.7,1,0,8.0,2.0,16.0,4.0,2500.0,155.0,953,3.777119243,5.199325417,0,1,0,0,0,0,0
682,3,0,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,170.0,685,4.547223226,5.52058053,0,1,0,0,0,0,0
683,3,0,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,170.0,749,4.75272775,5.702681869,0,1,0,0,0,0,0
684,3,0,17.78,1,0,5.0,2.0,32.0,4.0,3950.0,299.0,970,4.703928958,5.393491173,0,1,0,0,0,0,0
685,3,0,10.29,0,0,5.0,0.3,32.0,4.0,2100.0,150.0,547,3.678829118,4.503801692,0,1,0,0,0,0,0
686,3,0,17.78,0,0,5.0,2.0,32.0,4.0,3950.0,280.0,557,4.518195172,5.080472254,0,1,0,0,0,0,0
687,3,0,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,185.0,626,4.271932712,5.991164502,0,1,0,0,0,0,0
688,3,0,12.7,1,0,8.0,5.0,32.0,4.0,2500.0,140.0,857,4.17699924,4.373490304,1,0,0,0,0,0,0
689,3,0,12.7,0,0,8.0,0.3,1024.0,4.0,2500.0,160.0,860,3.523119986,4.594412529,1,0,0,0,0,0,0
690,3,0,25.43,0,0,5.0,0.3,32.0,4.0,5000.0,525.0,1059,4.727387819,5.297917287,1,0,0,0,0,0,0
691,3,0,10.29,1,0,5.0,2.0,32.0,4.0,2060.0,148.8,1023,4.219654753,5.078729985,1,0,0,0,0,0,0
692,3,0,17.78,1,0,5.0,2.0,16.0,4.0,3950.0,279.0,583,4.191773708,5.482553756,1,0,0,0,0,0,0
693,3,0,17.78,0,0,5.0,2.0,16.0,4.0,3950.0,269.0,1022,4.226249633,5.480555587,1,0,0,0,0,0,0
694,3,0,12.7,1,0,8.0,2.0,32.0,4.0,2110.0,145.0,595,4.397653891,5.344246298,1,0,0,0,0,0,0
695,3,0,10.29,0,0,8.0,0.3,32.0,4.0,1750.0,134.0,772,3.976123931,4.606669062,1,0,0,0,0,0,0
696,3,0,20.32,1,0,5.0,1.2,16.0,4.0,4000.0,299.0,801,4.597541159,5.483011107,1,0,0,0,0,0,0
697,3,0,20.32,0,0,5.0,2.0,16.0,4.0,4000.0,320.0,846,4.494015137,5.010368592,1,0,0,0,0,0,0
698,3,0,17.78,0,0,5.0,2.0,32.0,4.0,3950.0,295.0,731,4.357990057,4.868380247,1,0,0,0,0,0,0
699,3,0,20.32,0,0,5.0,2.0,32.0,4.0,2865.0,328.0,645,4.374624305,5.297567085,1,0,0,0,0,0,0
700,3,0,17.78,0,0,2.0,0.3,32.0,4.0,2865.0,299.0,766,4.151197374,4.87458645,1,0,0,0,0,0,0
701,3,0,17.78,0,0,5.0,2.0,32.0,4.0,2865.0,299.0,705,4.252202647,5.345010095,1,0,0,0,0,0,0
702,3,0,25.43,1,0,5.0,1.2,16.0,4.0,6600.0,595.0,1013,5.262690189,5.991939434,1,0,0,0,0,0,0
703,3,0,25.43,0,0,2.0,0.3,32.0,4.0,5000.0,550.0,800,4.811126886,5.395398704,1,0,0,0,0,0,0
704,3,0,17.78,0,0,2.0,0.3,16.0,4.0,3910.0,290.0,679,4.073971772,4.61244367,1,0,0,0,0,0,0
705,3,0,12.7,1,0,13.0,2.0,16.0,4.0,2300.0,150.0,1081,4.474377896,5.772997544,1,0,0,0,0,0,0
706,3,0,12.7,1,0,13.0,2.0,16.0,4.0,2300.0,150.0,1013,4.700207601,5.524177225,1,0,0,0,0,0,0
707,3,0,12.7,1,0,13.0,2.0,16.0,4.0,2400.0,145.0,956,4.242620879,6.235586505,1,0,0,0,0,0,0
708,3,0,10.34,0,0,13.0,1.2,1024.0,4.0,1820.0,126.0,772,5.494952658,5.555011741,1,0,0,0,0,0,0
709,3,0,15.24,0,0,13.0,2.0,16.0,4.0,3230.0,196.0,947,4.419924358,5.301362725,1,0,0,0,0,0,0
710,3,0,15.24,0,0,13.0,2.0,16.0,4.0,3300.0,196.0,665,4.567468319,5.53057922,1,0,0,0,0,0,0
711,3,0,12.7,0,0,8.0,2.0,32.0,4.0,2110.0,145.0,583,3.75630443,4.780551045,0,1,0,0,0,0,0
712,3,0,12.7,0,0,8.0,2.0,32.0,4.0,2110.0,145.0,794,4.253482784,4.859657354,1,0,0,0,0,0,0
713,3,0,10.16,0,0,5.0,0.3,16.0,4.0,2865.0,115.0,910,4.012411179,4.86591776,1,0,0,0,0,0,0
714,3,0,10.29,1,0,5.0,2.0,32.0,4.0,2060.0,150.0,635,4.365388994,5.707176708,1,0,0,0,0,0,0
715,3,0,10.16,0,0,8.0,2.0,32.0,4.0,1170.0,116.0,824,4.284551613,5.34958066,1,0,0,0,0,0,0
716,3,0,10.24,0,0,8.0,2.0,16.0,4.0,1500.0,105.0,604,4.594210346,5.668224379,0,0,0,0,0,0,0
717,3,0,12.7,1,0,13.0,2.0,16.0,4.0,2400.0,145.0,654,5.187720945,6.592989738,0,0,0,0,0,0,0
718,3,0,25.43,0,0,2.0,1.2,32.0,4.0,5070.0,522.0,754,4.59036107,5.525612289,0,0,0,0,0,0,0
719,3,0,20.32,0,0,5.0,1.2,16.0,4.0,3950.0,350.0,847,4.469694046,5.015092015,0,0,0,0,0,0,0
720,3,0,17.78,1,0,5.0,1.2,32.0,4.0,3950.0,328.0,550,4.584252938,5.404612445,0,0,0,0,0,0,0
721,3,0,17.78,1,0,5.0,1.2,16.0,4.0,3950.0,290.0,1083,4.400480313,5.442461,0,0,0,0,0,0,0
722,3,0,15.24,0,0,8.0,1.2,16.0,4.0,3200.0,210.0,1040,4.730392151,5.858932655,0,0,0,0,0,0,0
723,3,0,25.43,0,0,5.0,1.2,32.0,4.0,3950.0,585.0,549,5.275355755,5.992988385,0,0,0,0,0,0,0
724,3,0,17.78,0,0,2.0,0.3,32.0,4.0,3950.0,302.0,643,4.327834406,4.601664047,0,0,0,0,0,0,0
725,3,0,17.78,0,0,5.0,1.2,16.0,4.0,3950.0,302.0,674,4.273605886,4.859967431,0,0,0,0,0,0,0
726,3,0,17.78,0,0,3.15,1.2,32.0,4.0,4270.0,340.0,869,4.226541732,5.561335264,0,0,0,0,0,0,0
727,3,0,12.7,1,0,13.0,2.0,32.0,4.0,2400.0,141.0,614,5.698535399,6.908245159,0,0,0,0,0,0,0
728,3,0,25.43,0,0,5.0,1.2,16.0,4.0,3950.0,580.0,887,4.987912407,5.431973751,0,0,0,0,0,0,0
729,3,0,17.78,0,0,1.0,1.2,32.0,4.0,4270.0,370.0,753,4.162781724,4.695741884,0,0,0,0,0,0,0
730,3,0,12.75,1,0,13.0,8.0,32.0,4.0,5000.0,168.0,593,4.961094849,5.797970813,0,0,0,1,0,0,0
731,23,0,10.29,1,0,8.0,0.3,16.0,4.0,1840.0,128.0,710,3.925136645,4.385395952,1,0,0,0,0,0,0
732,23,0,12.7,1,0,13.0,2.0,16.0,4.0,2520.0,135.0,933,4.12341781,4.6025668,1,0,0,0,0,0,0
733,23,0,10.29,0,0,13.0,2.0,16.0,4.0,2100.0,119.0,704,4.287166354,5.300564839,0,0,0,0,0,0,0
734,23,0,10.29,0,0,8.0,2.0,16.0,4.0,2000.0,135.0,1011,3.930255774,5.011301739,0,0,0,0,0,0,0
735,4,0,12.83,1,0,12.0,8.0,32.0,4.0,4000.0,167.0,561,4.578518155,5.966274936,0,0,0,1,0,0,0
736,4,0,12.83,1,0,13.0,8.0,32.0,4.0,3000.0,178.0,607,4.475175389,5.301562097,0,0,0,1,0,0,0
737,4,0,10.29,1,0,12.0,8.0,64.0,4.0,3500.0,180.0,554,4.682131227,5.671982162,0,0,0,1,0,0,0
738,4,0,12.83,1,0,21.0,8.0,32.0,4.0,3000.0,165.0,560,5.008098746,5.701312761,0,0,1,0,0,0,0
739,4,0,12.75,1,0,13.0,8.0,16.0,4.0,2610.0,135.0,920,4.346269915,5.299117047,0,0,1,0,0,0,0
740,4,0,12.8,1,0,18.0,2.0,32.0,4.0,3410.0,192.0,805,4.513054897,5.601306683,0,1,0,0,0,0,0
741,4,1,12.7,1,0,8.0,2.0,16.0,4.0,2800.0,170.0,1094,4.085471984,4.385894146,0,1,0,0,0,0,0
742,4,1,7.75,1,0,13.0,2.0,16.0,4.0,2500.0,178.0,903,4.250350663,5.198773236,0,1,0,0,0,0,0
743,4,1,7.65,1,0,8.0,2.0,64.0,4.0,2100.0,140.0,617,4.214495163,6.063994489,1,0,0,0,0,0,0
744,4,1,10.29,1,0,13.0,2.0,32.0,4.0,3450.0,196.0,582,4.335982696,5.136268915,1,0,0,0,0,0,0
745,4,1,7.75,1,0,8.0,2.0,16.0,4.0,2515.0,177.0,831,3.798406279,4.781054401,1,0,0,0,0,0,0
746,4,1,12.7,0,0,5.0,1.1,32.0,4.0,2500.0,164.0,696,3.739572568,4.495801649,1,0,0,0,0,0,0
747,4,1,10.21,1,0,8.0,2.0,64.0,4.0,1800.0,140.0,625,4.549128795,5.964966556,0,0,0,0,0,0,0
748,4,1,12.7,1,0,8.0,2.0,16.0,4.0,2880.0,170.0,574,4.085640122,4.953782716,0,0,0,0,0,0,0
749,4,1,5.28,0,0,5.0,2.0,512.0,0.25,1450.0,120.0,774,4.852264611,4.869378902,0,0,0,0,0,0,0
750,4,1,7.65,1,0,5.0,2.0,32.0,4.0,2180.0,120.0,760,3.602776755,4.234106505,0,0,0,0,0,0,0
751,4,1,10.21,1,0,8.0,2.0,16.0,4.0,1800.0,137.5,932,4.014940539,4.790819533,0,0,0,0,0,0,0
752,4,1,7.65,1,0,8.0,2.0,16.0,4.0,2100.0,139.0,814,3.969725716,4.6987516,0,0,0,0,0,0,0
753,23,0,12.88,1,0,12.0,5.0,16.0,4.0,4180.0,165.0,531,4.042700329,4.574195382,0,0,0,0,1,0,0
754,23,0,12.88,1,0,13.0,5.0,64.0,4.0,3180.0,167.5,784,4.55008022,5.138617988,0,0,0,1,0,0,0
755,23,0,12.83,1,0,13.0,8.0,64.0,4.0,6180.0,167.5,720,4.422208424,5.515241618,0,0,0,1,0,0,0
756,23,0,12.7,0,0,13.0,5.0,16.0,4.0,2800.0,169.0,751,3.196221134,4.256746818,0,0,0,1,0,0,0
757,23,0,12.7,1,0,13.0,5.0,16.0,4.0,2800.0,176.0,872,4.132282402,4.369954053,0,0,0,1,0,0,0
758,23,0,12.7,0,0,13.0,2.0,32.0,4.0,2800.0,176.0,565,3.04594999,4.069710281,0,0,0,1,0,0,0
759,23,0,12.88,0,0,13.0,5.0,16.0,4.0,3000.0,174.0,597,4.099497927,4.61005822,0,0,0,0,1,0,0
760,23,0,12.7,1,0,13.0,8.0,64.0,4.0,3000.0,152.0,895,4.715995741,5.126995095,0,0,0,1,0,0,0
761,23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,150.0,1083,3.917010547,4.376385755,0,0,1,0,0,0,0
762,23,0,12.83,1,0,13.0,5.0,32.0,4.0,3150.0,142.6,599,4.541591204,5.48147191,0,0,1,0,0,0,0
763,23,0,15.24,1,0,24.0,8.0,64.0,4.0,3500.0,207.0,858,4.646695933,5.738538106,0,1,0,0,0,0,0
764,23,0,15.24,0,0,8.0,2.0,32.0,4.0,3000.0,177.0,569,4.243339115,4.707185111,0,1,0,0,0,0,0
765,23,0,12.7,0,0,8.0,2.0,32.0,4.0,5000.0,180.0,862,3.995260604,4.941356667,0,1,0,0,0,0,0
766,23,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,156.0,572,3.916015027,4.371597439,0,1,0,0,0,0,0
767,23,0,12.7,0,0,8.0,2.0,32.0,4.0,2100.0,154.0,789,3.903990834,4.803365092,0,1,0,0,0,0,0
768,23,0,10.36,0,0,8.0,5.0,16.0,4.0,2100.0,97.0,889,3.827771453,5.243808381,0,1,0,0,0,0,0
769,23,0,15.24,1,0,13.0,5.0,16.0,4.0,3200.0,177.0,740,4.159195535,5.355642433,1,0,0,0,0,0,0
770,23,0,12.7,1,0,13.0,5.0,32.0,4.0,2200.0,164.0,608,4.356452384,5.007630785,1,0,0,0,0,0,0
771,23,0,17.78,0,0,5.0,2.0,32.0,4.0,3000.0,299.0,1090,4.373112017,4.876417952,1,0,0,0,0,0,0
772,23,0,10.16,0,0,3.15,0.3,16.0,4.0,1400.0,106.0,856,3.064325065,4.263665307,1,0,0,0,0,0,0
773,23,2,12.7,0,0,8.0,2.0,32.0,4.0,2200.0,139.0,637,4.260000234,5.003610679,1,0,0,0,0,0,0
774,23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,166.0,1042,4.001315113,4.703747749,1,0,0,0,0,0,0
775,23,0,12.7,0,0,5.0,0.3,16.0,4.0,1800.0,170.0,874,3.798630318,4.391481793,1,0,0,0,0,0,0
776,23,0,12.7,0,0,13.0,5.0,16.0,4.0,2300.0,129.0,959,4.394819456,5.563370321,1,0,0,0,0,0,0
777,23,0,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,136.0,979,4.027670429,5.009301071,1,0,0,0,0,0,0
778,23,0,12.83,0,0,16.0,8.0,32.0,4.0,2500.0,152.0,696,4.694919478,5.670914871,1,0,0,0,0,0,0
779,23,0,15.24,0,0,8.0,2.0,16.0,4.0,3000.0,206.0,632,4.038831852,5.190787834,1,0,0,0,0,0,0
780,23,0,10.29,0,0,3.15,0.3,16.0,4.0,1800.0,135.0,980,3.301008654,4.231639696,1,0,0,0,0,0,0
781,23,0,7.75,0,0,1.3,2.0,512.0,0.25,1300.0,101.0,1056,3.268808194,4.262398147,1,0,0,0,0,0,0
782,23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,155.0,571,4.235265253,4.782814153,1,0,0,0,0,0,0
783,23,0,12.7,0,0,3.15,2.0,16.0,4.0,2100.0,174.0,616,3.713572067,4.268017718,1,0,0,0,0,0,0
784,23,0,12.83,0,0,8.0,2.0,16.0,4.0,2350.0,166.0,976,3.936130081,4.872139217,1,0,0,0,0,0,0
785,23,0,10.29,0,0,8.0,2.0,16.0,4.0,3000.0,149.0,790,4.224202549,5.242328856,1,0,0,0,0,0,0
786,23,0,10.36,0,0,8.0,5.0,16.0,4.0,2000.0,135.0,1024,4.057507672,5.074173315,1,0,0,0,0,0,0
787,23,0,20.32,0,0,5.0,5.0,32.0,4.0,4500.0,404.0,614,4.431649785,5.885298151,1,0,0,0,0,0,0
788,23,0,10.34,0,0,8.0,5.0,16.0,4.0,1800.0,109.0,725,3.768614422,4.860819649,1,0,0,0,0,0,0
789,23,0,12.7,0,0,13.0,5.0,16.0,4.0,2000.0,133.0,639,4.504244267,5.349485653,1,0,0,0,0,0,0
790,23,0,12.7,0,0,12.0,2.0,16.0,4.0,2000.0,144.0,988,4.24506078,4.93820796,1,0,0,0,0,0,0
791,23,0,10.34,0,0,8.0,2.0,16.0,4.0,1800.0,125.0,581,3.586569835,5.306434335,0,0,0,0,0,0,0
792,23,0,12.7,0,0,13.0,5.0,32.0,4.0,2020.0,128.0,1038,4.220242729,5.484215852,0,0,0,0,0,0,0
793,23,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,155.0,909,3.621938048,4.489983776,0,0,0,0,0,0,0
794,23,0,10.16,0,0,5.0,0.3,16.0,4.0,1600.0,124.0,782,3.670460869,4.381776603,0,0,0,0,0,0,0
795,23,0,12.7,0,0,12.0,5.0,16.0,4.0,2500.0,158.0,729,4.0084235,5.346011692,0,0,0,0,0,0,0
796,23,0,12.83,0,0,5.0,0.3,16.0,4.0,2250.0,184.0,728,3.664842876,4.774406503,0,0,0,0,0,0,0
797,23,1,5.08,0,0,1.3,0.3,128.0,0.25,820.0,80.0,905,2.212660385,3.041183536,0,0,0,0,0,0,0
798,23,1,5.08,0,0,0.3,0.3,32.0,0.25,820.0,80.0,636,1.53686722,3.042138646,0,0,0,0,0,0,0
799,23,1,5.28,0,0,1.3,0.3,32.0,0.25,820.0,90.0,695,2.337952237,3.041183536,0,0,0,0,0,0,0
800,23,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,128.0,816,3.555348061,4.615813346,0,0,0,0,0,0,0
801,23,0,10.16,0,0,3.15,0.3,16.0,4.0,1500.0,128.0,566,3.215269329,4.379398183,0,0,0,0,0,0,0
802,23,0,7.75,0,0,2.0,0.3,512.0,0.25,1000.0,105.0,897,2.714694744,3.71210758,0,0,0,0,0,0,0
803,23,0,10.29,0,0,5.0,0.3,16.0,4.0,2000.0,144.0,1028,3.847377812,4.623108331,0,0,0,0,0,0,0
804,23,0,10.16,0,0,5.0,0.3,16.0,4.0,1600.0,137.0,793,3.888549649,4.606569207,0,0,0,0,0,0,0
805,23,0,12.78,0,0,8.0,2.0,16.0,4.0,2800.0,190.0,1006,4.27652722,4.856551279,0,0,0,0,0,0,0
806,23,0,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,170.0,855,4.016563185,4.865069877,0,0,0,0,0,0,0
807,23,0,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,170.0,909,3.929666441,4.611549793,0,0,0,0,0,0,0
808,23,0,7.75,0,0,2.0,0.3,512.0,0.25,1500.0,120.0,1038,3.405521353,4.397161522,0,0,0,0,0,0,0
809,23,1,5.28,0,0,1.3,0.3,64.0,0.25,1400.0,95.0,729,2.709382646,3.362802994,0,0,0,0,0,0,0
810,23,1,5.18,0,0,0.3,0.3,32.0,0.25,820.0,90.0,883,2.460443178,3.394843908,0,0,0,0,0,0,0
811,23,1,5.08,0,0,1.3,0.3,64.0,0.25,620.0,69.0,990,2.23644529,3.007166651,0,0,0,0,0,0,0
812,23,0,12.88,0,0,12.0,5.0,16.0,4.0,2600.0,220.0,689,4.199755077,5.439947129,0,0,0,0,0,0,0
813,23,0,12.7,0,0,13.0,5.0,16.0,4.0,2000.0,145.0,745,4.192076051,5.442028024,0,0,0,0,0,0,0
814,23,0,10.34,0,0,8.0,2.0,16.0,4.0,1800.0,125.0,902,3.581572601,5.187665096,0,0,0,0,0,0,0
815,23,0,12.78,0,0,8.0,2.0,16.0,4.0,2200.0,210.0,956,4.004602187,5.072545364,0,0,0,0,0,0,0
816,23,0,12.88,0,0,8.0,1.3,16.0,4.0,2800.0,243.0,1060,4.416186486,5.398207949,0,0,0,0,0,0,0
817,23,0,10.29,0,0,8.0,1.3,16.0,4.0,1800.0,148.0,608,4.153242203,5.562180507,0,0,0,0,0,0,0
818,23,0,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,145.0,850,4.231784971,5.195453731,0,0,0,0,0,0,0
819,23,0,14.35,1,0,12.0,8.0,128.0,4.0,3100.0,168.0,578,5.086608193,5.969039986,0,0,0,0,1,0,0
820,23,0,14.35,1,0,12.0,8.0,64.0,4.0,3100.0,163.0,586,4.579339426,5.736894826,0,0,0,0,1,0,0
821,23,0,12.83,1,0,12.0,8.0,64.0,4.0,3400.0,183.0,567,4.464067345,5.440381006,0,0,0,0,1,0,0
822,23,0,12.75,1,0,12.0,8.0,64.0,4.0,3100.0,165.0,454,4.472552661,5.245391161,0,0,0,0,1,0,0
823,23,0,12.75,1,0,8.0,5.0,16.0,4.0,3100.0,155.0,819,4.286753954,5.127825562,0,0,0,1,0,0,0
824,23,0,12.75,1,0,13.0,5.0,32.0,4.0,3100.0,155.0,890,4.279024447,5.240158452,0,0,0,1,0,0,0
825,23,0,12.83,1,0,12.0,8.0,64.0,4.0,3400.0,183.0,809,4.722508678,5.560950826,0,0,0,1,0,0,0
826,23,0,12.75,1,0,12.0,8.0,64.0,4.0,3100.0,165.0,756,4.511189123,5.346154696,0,0,0,1,0,0,0
827,23,0,12.75,1,0,12.0,8.0,64.0,4.0,3100.0,158.0,564,4.784821514,5.911744704,0,0,0,1,0,0,0
828,23,0,12.75,1,0,16.0,8.0,32.0,4.0,3100.0,153.0,843,4.623501143,5.670983763,0,0,0,1,0,0,0
829,23,0,12.7,1,0,8.0,5.0,16.0,4.0,3080.0,140.0,789,4.054563692,5.069595787,0,0,1,0,0,0,0
830,23,0,12.7,1,0,13.0,5.0,16.0,4.0,3080.0,140.0,992,4.606369467,5.247602852,0,0,1,0,0,0,0
831,23,0,12.7,1,0,16.0,5.0,32.0,4.0,3050.0,139.0,681,4.653579325,5.393536633,0,0,1,0,0,0,0
832,23,0,12.7,1,0,16.0,8.0,16.0,4.0,3200.0,145.0,546,4.3447141,5.700978547,0,0,1,0,0,0,0
833,23,0,12.7,1,0,13.0,5.0,16.0,4.0,2850.0,139.0,542,4.604670061,5.336094731,0,1,0,0,0,0,0
834,23,0,12.7,1,0,13.0,5.0,16.0,4.0,2900.0,148.0,863,4.432719749,5.444407072,0,1,0,0,0,0,0
835,23,0,12.7,1,0,13.0,5.0,16.0,4.0,3120.0,144.0,889,4.733827218,5.561911643,0,1,0,0,0,0,0
836,23,0,12.83,1,0,13.0,5.0,16.0,4.0,3620.0,162.0,774,4.765331338,5.694876265,0,1,0,0,0,0,0
837,23,0,10.29,1,0,8.0,5.0,32.0,4.0,2470.0,115.0,928,4.127295662,5.190565104,0,1,0,0,0,0,0
838,23,0,25.43,0,0,5.0,2.0,16.0,4.0,7280.0,470.0,696,4.484018984,5.439773525,0,1,0,0,0,0,0
839,23,0,10.16,1,0,8.0,1.3,16.0,4.0,1800.0,173.8,575,4.069710281,5.597569744,0,0,0,0,0,0,0
840,23,1,5.18,1,0,2.0,8.0,16.0,4.0,2300.0,130.0,723,3.853121898,4.705739241,0,0,0,0,1,0,0
841,23,0,12.7,1,0,13.0,8.0,32.0,4.0,5000.0,218.0,745,4.969743853,6.107089701,0,0,0,1,0,0,0
842,23,0,10.34,1,0,8.0,2.0,16.0,4.0,4000.0,200.0,714,4.202301704,5.79963796,0,0,0,1,0,0,0
843,23,0,12.75,1,0,16.0,8.0,64.0,4.0,4500.0,250.0,443,4.777020443,6.802339206,0,0,0,0,1,0,0
844,23,0,10.34,1,0,13.0,5.0,32.0,4.0,3800.0,153.0,930,5.260511652,6.476695401,0,0,1,0,0,0,0
845,23,0,10.29,1,0,5.0,2.0,32.0,4.0,3000.0,181.0,759,4.81818259,5.828298349,0,1,0,0,0,0,0
846,23,0,10.34,1,0,8.0,2.0,16.0,4.0,3000.0,185.0,688,4.618875833,6.087229169,0,1,0,0,0,0,0
847,23,1,5.08,0,0,2.0,2.0,24.0,4.0,1000.0,101.0,691,3.151453149,4.948263313,0,1,0,0,0,0,0
848,23,0,10.34,1,0,8.0,0.3,32.0,4.0,2630.0,185.0,1023,4.306898912,6.130073651,1,0,0,0,0,0,0
849,23,0,10.16,0,0,5.0,0.3,16.0,4.0,2000.0,170.0,802,3.486151088,5.519819572,0,0,0,0,0,0,0
850,23,1,5.13,0,0,3.15,0.3,128.0,0.25,1150.0,136.0,590,4.149621578,4.942784627,0,0,0,0,0,0,0
851,23,1,5.08,0,0,2.0,0.3,16.0,4.0,1300.0,161.0,630,3.193763124,4.940784912,0,0,0,0,0,0,0
852,5,0,10.16,0,0,5.0,1.3,16.0,4.0,1400.0,122.0,549,3.662792119,4.38688979,1,0,0,0,0,0,0
853,5,0,10.16,0,0,5.0,1.3,16.0,4.0,1400.0,122.0,1035,3.493776563,4.390986376,1,0,0,0,0,0,0
854,5,0,10.16,0,0,5.0,1.3,16.0,4.0,1400.0,122.0,573,3.654288009,4.398023008,1,0,0,0,0,0,0
855,5,0,12.7,0,0,8.0,2.0,16.0,4.0,1400.0,149.0,995,4.085640122,4.786491242,1,0,0,0,0,0,0
856,5,0,12.7,0,0,5.0,0.3,32.0,4.0,1400.0,147.0,661,3.950281718,4.474149924,1,0,0,0,0,0,0
857,5,0,10.16,0,0,3.15,1.3,512.0,0.25,1400.0,115.3,932,3.028683374,4.093177214,1,0,0,0,0,0,0
858,5,0,10.29,0,0,8.0,1.3,16.0,4.0,2000.0,130.0,1027,3.537184091,4.608664075,1,0,0,0,0,0,0
