,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,days_used,normalized_used_price,normalized_new_price,['year']_2014,['year']_2015,['year']_2016,['year']_2017,['year']_2018,['year']_2019,['year']_2020
750,12.7,0,0,13.0,5.0,32.0,4.0,2500.0,154.5,1030,4.355682659,6.089452955,0,0,0,0,0,0,0
751,10.16,0,0,5.0,0.3,16.0,4.0,1400.0,154.5,863,3.902376628,4.949610592,0,0,0,0,0,0,0
752,10.29,0,0,5.0,0.3,16.0,4.0,2000.0,147.7,619,4.140114296,4.997279839,0,0,0,0,0,0,0
753,10.29,0,0,8.0,2.0,16.0,4.0,1700.0,147.0,715,3.664586762,5.302608148,0,0,0,0,0,0,0
754,12.7,0,0,13.0,2.0,16.0,4.0,2000.0,168.0,994,4.499365127,5.39648709,0,0,0,0,0,0,0
755,12.7,0,0,13.0,2.0,16.0,4.0,1900.0,165.0,966,4.254761284,5.561296826,0,0,0,0,0,0,0
756,10.29,0,0,8.0,2.0,16.0,4.0,1700.0,150.5,944,4.484921613,5.39494486,0,0,0,0,0,0,0
757,10.16,0,0,5.0,0.3,16.0,4.0,1500.0,130.5,727,4.143610804,5.011035214,0,0,0,0,0,0,0
758,13.84,1,0,8.0,5.0,16.0,4.0,2670.0,135.6,645,4.351567427,4.879994956,0,0,0,0,1,0,0
759,15.27,1,0,13.0,8.0,64.0,4.0,3600.0,177.0,854,4.902975842,6.213807778,0,0,0,1,0,0,0
760,15.21,1,0,13.0,8.0,64.0,4.0,3410.0,165.0,778,4.961655112,5.7676958,0,0,0,1,0,0,0
761,12.88,1,0,13.0,16.0,32.0,4.0,3030.0,141.0,619,4.789073824,5.298367365,0,0,0,1,0,0,0
762,16.33,1,0,13.0,8.0,128.0,4.0,5000.0,241.0,726,4.999506936,6.507695536,0,0,0,1,0,0,0
763,15.24,1,0,13.0,8.0,64.0,4.0,5000.0,199.0,847,4.881513214,5.553889385,0,0,0,1,0,0,0
764,15.27,1,0,13.0,8.0,64.0,4.0,4000.0,180.0,603,4.372481222,5.889957708,0,0,0,1,0,0,0
765,15.24,1,0,12.0,8.0,64.0,4.0,6020.0,215.0,623,4.991656327,6.131726365,0,0,0,1,0,0,0
766,15.24,1,0,13.0,20.0,64.0,4.0,4550.0,226.0,756,4.825670246,5.915042361,0,0,0,1,0,0,0
767,12.83,1,0,13.0,16.0,64.0,4.0,4010.0,182.0,750,4.571303116,5.635503634,0,0,0,1,0,0,0
768,12.78,1,0,13.0,8.0,32.0,4.0,4000.0,162.0,660,4.260141447,5.520700629,0,0,0,1,0,0,0
769,12.88,1,0,13.0,8.0,128.0,4.0,7000.0,238.0,656,5.674628257,7.047204129,0,0,1,0,0,0,0
770,12.7,1,0,8.0,5.0,16.0,4.0,4000.0,160.0,567,4.195395806,5.347583608,0,0,1,0,0,0,0
771,12.7,1,0,8.0,5.0,16.0,4.0,2300.0,167.0,819,4.310262068,4.942713278,0,0,1,0,0,0,0
772,12.83,1,0,13.0,13.0,64.0,4.0,3000.0,168.2,992,4.465563232,5.916633236,0,0,1,0,0,0,0
773,12.83,1,0,13.0,5.0,32.0,4.0,3065.0,183.0,819,4.356452384,5.248864483,0,0,1,0,0,0,0
774,12.83,1,0,13.0,8.0,32.0,4.0,3150.0,166.0,970,4.645640119,5.63432521,0,0,1,0,0,0,0
775,12.83,1,0,13.0,8.0,64.0,4.0,3130.0,170.0,835,5.007497042,5.971236329,0,0,1,0,0,0,0
776,10.29,0,0,5.0,2.0,32.0,4.0,1800.0,153.0,606,3.745968421,4.485485343,0,0,1,0,0,0,0
777,10.21,1,0,16.0,5.0,64.0,4.0,2530.0,207.7,873,5.073359671,6.307478942,0,0,1,0,0,0,0
778,12.83,1,0,16.0,8.0,64.0,4.0,3000.0,147.2,694,5.161695489,6.110025058,0,0,1,0,0,0,0
779,12.7,0,0,8.0,5.0,16.0,4.0,4000.0,167.6,941,4.199905058,4.78574021,0,0,1,0,0,0,0
780,12.83,1,0,8.0,5.0,16.0,4.0,5000.0,200.0,713,4.295106163,5.823726137,0,1,0,0,0,0,0
781,15.24,1,0,13.0,5.0,64.0,4.0,5020.0,208.0,945,4.336898507,6.039516344,0,1,0,0,0,0,0
782,12.7,1,0,8.0,5.0,32.0,4.0,4000.0,183.0,779,4.507667605,5.131613221,0,1,0,0,0,0,0
783,12.7,0,0,5.0,2.0,16.0,4.0,2000.0,153.0,1069,3.573468603,4.512287059,0,1,0,0,0,0,0
784,12.83,1,0,13.0,5.0,32.0,4.0,3150.0,147.0,829,4.803036954,5.667740703,0,1,0,0,0,0,0
785,12.7,1,0,8.0,5.0,16.0,4.0,2400.0,136.6,967,4.138520925,4.87557893,0,1,0,0,0,0,0
786,15.24,1,0,24.0,8.0,64.0,4.0,3500.0,210.0,1022,5.3574821,6.174743978,0,1,0,0,0,0,0
787,12.7,1,0,8.0,5.0,16.0,4.0,5000.0,176.0,1054,4.548494009,5.392672545,0,1,0,0,0,0,0
788,12.83,1,0,13.0,5.0,32.0,4.0,6020.0,211.0,892,5.004885462,5.799153259,0,1,0,0,0,0,0
789,10.29,0,0,5.0,2.0,32.0,4.0,1800.0,176.0,886,3.883829271,4.791068671,0,1,0,0,0,0,0
790,12.75,1,0,13.0,8.0,16.0,4.0,2700.0,125.3,623,4.904904339,5.985672807,0,1,0,0,0,0,0
791,12.7,0,0,8.0,2.0,32.0,4.0,5000.0,180.3,950,4.160912273,5.137737732,1,0,0,0,0,0,0
792,10.36,0,0,8.0,5.0,16.0,4.0,2050.0,97.7,911,4.185555442,5.479054335,1,0,0,0,0,0,0
793,12.7,0,0,5.0,2.0,32.0,4.0,1950.0,150.0,595,4.033709524,4.802380355,0,1,0,0,0,0,0
794,10.29,0,0,5.0,2.0,32.0,4.0,1800.0,88.2,547,3.89324785,4.598246271,1,0,0,0,0,0,0
795,12.7,0,0,13.0,5.0,16.0,4.0,2300.0,133.0,699,4.783232686,5.602635293,1,0,0,0,0,0,0
796,10.34,0,0,13.0,0.3,16.0,4.0,1800.0,142.9,1000,4.461415282,5.427106281,0,0,0,0,0,0,0
797,12.83,1,0,16.0,8.0,16.0,4.0,2500.0,150.0,738,4.632104187,5.831325137,0,0,0,0,0,0,0
798,12.7,0,0,13.0,5.0,32.0,4.0,2000.0,142.9,632,4.417031744,5.522580291,0,0,0,0,0,0,0
799,10.36,0,0,8.0,5.0,16.0,4.0,2000.0,135.0,894,4.360675309,5.297066585,0,0,0,0,0,0,0
800,10.34,0,0,8.0,2.0,16.0,4.0,1800.0,142.9,753,3.86388263,5.192289962,0,0,0,0,0,0,0
801,12.7,0,0,8.0,2.0,16.0,4.0,4200.0,115.35,614,3.689129423,4.865532448,1,0,0,0,0,0,0
802,12.88,0,0,13.0,5.0,16.0,4.0,3200.0,115.35,939,4.256179925,5.395534817,1,0,0,0,0,0,0
803,12.83,0,0,5.0,0.3,16.0,4.0,2250.0,142.9,682,3.660222745,4.699297849,0,0,0,0,0,0,0
804,12.78,0,0,8.0,2.0,16.0,4.0,3000.0,142.9,755,3.938664936,5.063923264,0,0,0,0,0,0,0
805,12.7,0,0,8.0,0.3,16.0,4.0,2100.0,142.9,541,3.740047741,4.603268379,0,0,0,0,0,0,0
806,10.24,0,0,5.0,0.3,16.0,4.0,1700.0,142.9,872,3.374511116,4.524285457,0,0,0,0,0,0,0
807,10.16,0,0,5.0,0.3,16.0,4.0,1700.0,142.9,779,3.348850901,4.249209273,0,0,0,0,0,0,0
808,10.03,0,0,2.0,0.3,16.0,4.0,1700.0,142.9,848,3.47010136,4.494908792,0,0,0,0,0,0,0
809,10.24,0,0,5.0,0.3,16.0,4.0,1800.0,142.9,834,3.812865434,4.606968568,0,0,0,0,0,0,0
810,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,142.9,688,3.535145354,4.698113932,0,0,0,0,0,0,0
811,11.81,0,0,8.0,1.0,16.0,4.0,2100.0,142.9,719,4.346787983,5.140844508,0,0,0,0,0,0,0
812,12.7,1,0,12.2,8.0,64.0,4.0,2700.0,143.0,890,4.825028346,6.310845121,0,0,0,1,0,0,0
813,15.24,1,0,12.2,8.0,64.0,4.0,3520.0,175.0,554,5.247760643,6.272367443,0,0,0,1,0,0,0
814,12.83,1,0,12.3,8.0,32.0,4.0,3450.0,168.0,1021,5.042586055,5.936955562,0,0,1,0,0,0,0
815,12.7,1,0,12.3,8.0,32.0,4.0,2770.0,143.0,848,4.565077092,5.671810095,0,0,1,0,0,0,0
816,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,160.0,556,4.177306083,4.783734694,0,0,0,1,0,0,0
817,15.77,1,0,13.0,32.0,256.0,4.0,3400.0,164.0,372,5.303105883,5.343147318,0,0,0,0,0,1,0
818,15.77,1,0,13.0,32.0,128.0,4.0,3400.0,164.0,289,4.974178757,5.634396669,0,0,0,0,0,1,0
819,15.47,1,0,13.0,8.0,64.0,4.0,3020.0,150.0,431,4.782144136,5.296165052,0,0,0,0,0,1,0
820,15.34,1,0,13.0,25.0,256.0,4.0,4000.0,180.0,410,5.414677168,6.346828632,0,0,0,0,1,0,0
821,16.23,1,0,13.0,16.0,128.0,4.0,3500.0,206.0,396,5.131081447,6.218121918,0,0,0,0,0,1,0
822,16.23,1,0,13.0,14.5,128.0,4.0,3500.0,206.0,443,4.896570338,6.309263518,0,0,0,0,1,0,0
823,15.47,1,0,13.0,8.0,32.0,4.0,3020.0,150.0,283,4.270955399,4.610356713,0,0,0,0,0,1,0
824,15.77,1,0,13.0,24.0,64.0,4.0,3400.0,162.0,720,4.743278588,5.345391774,0,0,0,0,1,0,0
825,15.9,1,0,13.0,8.0,32.0,4.0,4000.0,167.0,680,4.353241283,5.136386499,0,0,0,0,1,0,0
826,15.37,1,0,13.0,16.0,64.0,4.0,3750.0,175.0,718,4.961234944,5.602598411,0,0,0,0,1,0,0
827,18.08,1,0,13.0,8.0,64.0,4.0,5000.0,210.0,535,4.64851699,5.521660898,0,0,0,0,1,0,0
828,17.65,1,0,13.0,13.0,128.0,4.0,5000.0,230.0,557,4.698296164,5.989412443,0,0,0,0,1,0,0
829,14.83,1,0,13.0,16.0,64.0,4.0,3000.0,152.0,626,4.938637914,5.390303847,0,0,0,0,1,0,0
830,15.32,1,0,13.0,16.0,64.0,4.0,3750.0,176.0,455,5.078667704,5.766381616,0,0,0,0,1,0,0
831,13.84,1,0,13.0,5.0,16.0,4.0,3020.0,142.0,697,4.406475315,4.700389453,0,0,0,0,1,0,0
832,14.83,1,0,13.0,24.0,64.0,4.0,3400.0,153.0,420,5.302857047,5.993612239,0,0,0,0,1,0,0
833,12.88,1,0,13.0,8.0,32.0,4.0,3000.0,150.0,663,4.243769809,4.776093698,0,0,0,0,1,0,0
834,15.21,1,0,13.0,8.0,32.0,4.0,3000.0,164.0,641,4.480400299,5.293103799,0,0,0,0,1,0,0
835,14.35,1,0,13.0,8.0,64.0,4.0,3000.0,149.0,778,4.671613143,5.242170206,0,0,0,1,0,0,0
836,15.06,1,0,13.0,8.0,64.0,4.0,3340.0,165.0,628,4.819555496,5.663828159,0,0,0,1,0,0,0
837,15.21,1,0,13.0,13.0,128.0,4.0,3750.0,172.0,814,4.687303016,5.917091155,0,0,0,1,0,0,0
838,12.75,1,0,13.0,8.0,32.0,4.0,3000.0,145.0,632,4.609759638,5.192734604,0,0,0,1,0,0,0
839,13.08,1,0,13.0,8.0,64.0,4.0,3200.0,155.0,751,4.477450444,5.742682624,0,0,0,1,0,0,0
840,12.7,1,0,13.0,5.0,32.0,4.0,3020.0,143.0,683,4.177459469,4.856551279,0,0,0,1,0,0,0
841,12.88,1,0,12.0,8.0,64.0,4.0,4000.0,184.0,557,4.825670246,5.969448973,0,0,0,1,0,0,0
842,12.93,1,0,12.0,8.0,64.0,4.0,2900.0,145.0,729,4.839767887,5.989713014,0,0,1,0,0,0,0
843,12.88,1,0,12.0,8.0,32.0,4.0,3500.0,170.0,675,4.714114273,5.767038924,0,0,1,0,0,0,0
844,12.83,1,0,13.0,8.0,64.0,4.0,3300.0,162.0,595,4.703928958,5.187665096,0,0,1,0,0,0,0
845,12.83,1,0,13.0,8.0,16.0,4.0,3100.0,168.0,670,4.29374172,4.932169121,0,0,1,0,0,0,0
846,15.39,1,0,13.0,5.0,32.0,4.0,4500.0,219.0,1014,4.420405648,5.992014396,0,0,1,0,0,0,0
847,12.75,1,0,12.0,8.0,32.0,4.0,3000.0,153.0,1039,4.790487252,5.555630434,0,0,1,0,0,0,0
848,12.7,1,0,13.0,5.0,16.0,4.0,2200.0,140.0,672,4.424607082,4.78548974,0,0,1,0,0,0,0
849,12.75,1,0,13.0,8.0,16.0,4.0,3300.0,156.0,556,4.596835549,5.135739612,0,0,1,0,0,0,0
850,12.7,1,0,13.0,5.0,16.0,4.0,4000.0,160.0,1001,4.455393261,4.946416722,0,0,1,0,0,0,0
851,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,158.0,826,4.46383701,5.193512252,0,1,0,0,0,0,0
852,12.75,1,0,13.0,13.0,32.0,4.0,3100.0,160.0,592,4.765416535,5.737604023,0,1,0,0,0,0,0
853,12.75,1,0,20.0,8.0,16.0,4.0,3100.0,157.0,960,4.405132623,5.705481031,0,1,0,0,0,0,0
854,10.29,0,0,8.0,2.0,32.0,4.0,1730.0,159.0,894,3.883006056,4.248209487,0,1,0,0,0,0,0
855,12.7,0,0,13.0,5.0,32.0,4.0,2550.0,162.0,727,4.315352501,5.137913845,0,1,0,0,0,0,0
856,12.83,1,0,8.0,8.0,16.0,4.0,3600.0,165.0,1083,4.321878462,5.765253797,1,0,0,0,0,0,0
857,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,165.0,904,4.572337029,5.294409742,1,0,0,0,0,0,0
858,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,156.0,700,3.981362484,4.62399194,1,0,0,0,0,0,0
859,12.7,1,0,8.0,2.0,32.0,4.0,2000.0,160.0,847,3.855875845,4.605070181,1,0,0,0,0,0,0
860,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,156.0,545,3.872658282,4.862057943,1,0,0,0,0,0,0
861,12.7,1,0,13.0,5.0,16.0,4.0,3100.0,130.0,829,4.640151155,5.674628257,1,0,0,0,0,0,0
862,12.83,0,0,13.0,5.0,32.0,4.0,3000.0,162.0,668,4.142658423,5.297517046,1,0,0,0,0,0,0
863,12.7,1,0,8.0,5.0,32.0,4.0,2300.0,140.0,805,4.50821866,5.295062074,1,0,0,0,0,0,0
864,12.83,0,0,13.0,5.0,32.0,4.0,3000.0,162.0,1083,4.49880917,5.515644033,0,0,0,0,0,0,0
865,12.7,0,0,8.0,5.0,32.0,4.0,2300.0,140.0,1090,4.159195535,4.947198388,0,0,0,0,0,0,0
866,10.34,0,0,13.0,1.3,32.0,4.0,2150.0,138.0,840,4.390862483,5.433328913,0,0,0,0,0,0,0
867,15.14,1,0,16.0,8.0,64.0,4.0,4150.0,195.0,711,5.427853288,6.550308609,0,0,1,0,0,0,0
868,15.24,0,0,8.0,2.0,16.0,4.0,3000.0,160.0,900,4.054216771,5.304050898,1,0,0,0,0,0,0
869,17.65,0,0,5.0,0.3,32.0,4.0,3000.0,305.0,806,4.494350351,4.957445466,1,0,0,0,0,0,0
870,17.78,0,0,2.0,0.3,32.0,4.0,2800.0,294.8,634,4.18235544,4.240607069,1,0,0,0,0,0,0
871,17.78,1,0,13.0,5.0,16.0,4.0,5000.0,239.0,678,5.062088576,5.996277944,1,0,0,0,0,0,0
872,17.78,0,0,5.0,2.0,16.0,4.0,4100.0,325.0,601,4.613039144,5.198938923,1,0,0,0,0,0,0
873,15.24,0,0,5.0,2.0,16.0,4.0,3000.0,160.0,930,4.459450532,5.595863132,1,0,0,0,0,0,0
874,17.78,0,0,5.0,0.3,16.0,4.0,4100.0,319.8,939,4.428790939,5.006627273,0,0,0,0,0,0,0
875,17.78,0,0,5.0,0.3,32.0,4.0,4000.0,340.2,621,4.399006655,4.69217323,0,0,0,0,0,0,0
876,17.78,0,0,3.15,0.3,32.0,4.0,2000.0,372.0,855,4.418238017,4.862753811,0,0,0,0,0,0,0
877,12.88,1,0,13.0,13.0,64.0,4.0,3075.0,150.0,687,4.757719584,5.299616522,0,0,0,0,1,0,0
878,15.24,1,0,13.0,13.0,128.0,4.0,3600.0,175.0,682,4.668426636,5.701813872,0,0,0,0,1,0,0
879,15.24,1,0,13.0,10.5,64.0,4.0,3500.0,188.0,384,5.414588148,6.478325293,0,0,0,0,1,0,0
880,15.24,1,0,13.0,8.0,32.0,4.0,2965.0,157.5,537,4.806640562,5.521940803,0,0,0,0,1,0,0
881,12.83,1,0,13.0,5.0,32.0,4.0,2730.0,137.0,708,4.065945088,4.864452784,0,0,0,0,1,0,0
882,15.24,1,0,12.0,10.5,64.0,4.0,3930.0,185.0,426,5.087411133,5.993687075,0,0,0,0,1,0,0
883,15.24,1,0,12.0,8.0,128.0,4.0,3930.0,188.0,561,4.669364898,6.492724566,0,0,0,1,0,0,0
884,12.75,1,0,16.0,16.0,64.0,4.0,2600.0,142.0,859,4.664570529,5.34834486,0,0,0,1,0,0,0
885,12.83,1,0,12.0,16.0,128.0,4.0,3000.0,169.0,634,5.099744469,5.916309874,0,0,0,1,0,0,0
886,12.83,1,0,16.0,8.0,32.0,4.0,3000.0,175.0,669,4.39432569,5.301163313,0,0,0,1,0,0,0
887,12.88,1,0,12.0,16.0,64.0,4.0,3000.0,170.0,880,4.912140047,5.521020821,0,0,0,1,0,0,0
888,12.75,1,0,16.0,16.0,64.0,4.0,2500.0,145.0,774,4.789572909,5.016882407,0,0,0,1,0,0,0
889,12.83,1,0,16.0,8.0,32.0,4.0,3200.0,174.0,728,4.625364893,5.439426228,0,0,1,0,0,0,0
890,12.7,1,0,13.0,5.0,16.0,4.0,2200.0,140.0,744,4.009875406,5.15282906,0,0,1,0,0,0,0
891,12.83,1,0,20.0,13.0,64.0,4.0,3000.0,165.0,562,4.718409582,5.564903476,0,0,1,0,0,0,0
892,12.83,1,0,13.0,5.0,32.0,4.0,2700.0,155.0,682,4.505681287,5.304050898,0,0,1,0,0,0,0
893,12.7,1,0,13.0,5.0,32.0,4.0,2300.0,149.8,948,4.562053895,5.019198525,0,0,1,0,0,0,0
894,12.83,1,0,13.0,5.0,32.0,4.0,2800.0,153.0,714,4.543826556,5.393991117,0,0,1,0,0,0,0
895,12.7,1,0,13.0,5.0,32.0,4.0,2200.0,142.0,1031,4.259435182,5.304846009,0,0,1,0,0,0,0
896,12.7,1,0,13.0,4.0,16.0,4.0,2840.0,158.0,828,4.553771623,5.521540915,0,0,1,0,0,0,0
897,12.83,1,0,13.0,4.0,32.0,4.0,2800.0,156.0,748,4.439351701,5.294158731,0,0,1,0,0,0,0
898,12.7,1,0,13.0,4.0,16.0,4.0,2840.0,158.0,738,4.566325402,5.344437302,0,0,1,0,0,0,0
899,12.75,1,0,12.0,5.0,32.0,4.0,3000.0,161.0,692,4.175770928,5.523578674,0,0,1,0,0,0,0
900,12.75,1,0,12.0,5.0,32.0,4.0,3000.0,161.0,1001,4.746409298,5.698568908,0,0,1,0,0,0,0
901,12.83,1,0,13.0,5.0,16.0,4.0,2700.0,155.0,703,4.493456196,5.481513541,0,0,1,0,0,0,0
902,12.7,1,0,13.0,5.0,16.0,4.0,2200.0,140.0,597,4.609560534,5.243174567,0,0,1,0,0,0,0
903,12.7,1,0,8.0,5.0,16.0,4.0,2200.0,140.0,699,4.100326634,5.140024788,0,0,1,0,0,0,0
904,12.7,1,0,5.0,1.3,32.0,4.0,2000.0,140.1,790,3.852060664,4.237723145,0,0,1,0,0,0,0
905,12.83,1,0,13.0,5.0,32.0,4.0,3000.0,170.0,909,4.880526609,5.709996461,0,1,0,0,0,0,0
906,12.7,1,0,13.0,4.0,16.0,4.0,2840.0,158.0,559,4.131640347,5.601269752,0,1,0,0,0,0,0
907,12.83,1,0,13.0,4.0,16.0,4.0,2800.0,155.0,565,4.730745009,5.516367971,0,1,0,0,0,0,0
908,12.83,1,0,13.0,5.0,16.0,4.0,2800.0,153.0,921,4.587515251,5.487945499,0,1,0,0,0,0,0
909,12.83,1,0,13.0,4.0,16.0,4.0,2600.0,165.0,719,4.119524861,5.735830087,0,1,0,0,0,0,0
910,12.75,1,0,20.2,13.0,32.0,4.0,2700.0,161.0,574,4.703294584,5.701346176,0,1,0,0,0,0,0
911,12.7,1,0,13.0,4.0,16.0,4.0,2150.0,143.0,690,4.666359354,5.700376682,0,1,0,0,0,0,0
912,12.75,1,0,21.0,4.0,32.0,4.0,2840.0,168.0,895,4.404766122,6.174972899,0,1,0,0,0,0,0
913,12.7,1,0,8.0,2.0,32.0,4.0,2000.0,138.9,857,4.256605125,5.254887809,0,1,0,0,0,0,0
914,10.34,1,0,8.0,2.0,32.0,4.0,2000.0,156.0,700,3.948354935,4.695193689,0,1,0,0,0,0,0
915,12.75,1,0,20.0,4.0,32.0,4.0,2840.0,155.0,863,4.812021741,5.826000107,0,1,0,0,0,0,0
916,12.83,0,0,13.0,8.0,16.0,4.0,2600.0,154.5,916,4.144879236,5.186603377,0,1,0,0,0,0,0
917,10.29,0,0,8.0,2.0,32.0,4.0,2000.0,146.0,892,4.227855121,4.879006852,0,1,0,0,0,0,0
918,12.75,1,0,13.0,4.0,32.0,4.0,2840.0,168.0,714,4.88741249,5.709333705,0,1,0,0,0,0,0
919,12.7,1,0,13.0,5.0,16.0,4.0,2840.0,160.0,945,4.92180408,5.798031486,0,1,0,0,0,0,0
920,12.83,1,0,20.0,13.0,32.0,4.0,2800.0,150.0,795,4.985454229,5.770007074,0,1,0,0,0,0,0
921,12.83,1,0,13.0,4.0,16.0,4.0,2800.0,147.0,598,4.167285187,5.768320996,0,1,0,0,0,0,0
922,12.7,1,0,20.0,4.0,32.0,4.0,2840.0,157.0,604,4.932889945,5.885937351,0,1,0,0,0,0,0
923,12.83,1,0,13.0,8.0,16.0,4.0,2600.0,155.0,1092,4.16852396,5.91609424,0,1,0,0,0,0,0
924,12.7,0,0,13.0,5.0,32.0,4.0,2000.0,138.0,874,4.048649603,5.523219371,0,1,0,0,0,0,0
925,12.7,1,0,13.0,5.0,16.0,4.0,2000.0,140.0,602,4.239454497,5.194788506,1,0,0,0,0,0,0
926,10.34,0,0,8.0,2.0,32.0,4.0,2000.0,154.0,986,4.101651137,5.073359671,0,1,0,0,0,0,0
927,12.83,1,0,13.0,4.0,16.0,4.0,2600.0,183.0,823,4.576153237,5.302408984,0,1,0,0,0,0,0
928,10.29,0,0,5.0,0.3,32.0,4.0,2100.0,145.0,995,3.803992261,4.378520495,0,1,0,0,0,0,0
929,12.7,0,0,8.0,5.0,32.0,4.0,2100.0,160.0,1044,4.258445573,5.247287195,1,0,0,0,0,0,0
930,12.7,1,0,8.0,5.0,32.0,4.0,2100.0,160.0,1066,4.143928062,5.194178327,1,0,0,0,0,0,0
931,12.83,0,0,13.0,5.0,32.0,4.0,2600.0,158.0,1002,4.457481913,5.559527119,1,0,0,0,0,0,0
932,12.7,1,0,13.0,5.0,16.0,4.0,2600.0,160.0,806,4.461761603,5.559488612,1,0,0,0,0,0,0
933,12.75,1,0,13.0,13.0,16.0,4.0,2400.0,154.0,703,4.462684538,5.940434376,1,0,0,0,0,0,0
934,10.34,1,0,8.0,1.3,32.0,4.0,2040.0,146.0,973,4.470037512,5.476003195,1,0,0,0,0,0,0
935,12.83,1,0,13.0,8.0,16.0,4.0,2600.0,155.0,761,4.674696249,5.556094202,1,0,0,0,0,0,0
936,12.83,1,0,13.0,8.0,16.0,4.0,2600.0,155.0,757,4.382901252,5.773370724,1,0,0,0,0,0,0
937,12.83,1,0,13.0,8.0,16.0,4.0,2600.0,155.0,928,4.239166147,5.832351575,1,0,0,0,0,0,0
938,12.7,1,0,13.0,5.0,16.0,4.0,2600.0,164.0,1057,4.766608532,5.860472784,1,0,0,0,0,0,0
939,10.34,1,0,5.0,0.3,32.0,4.0,2100.0,158.0,773,4.206333064,5.307376211,1,0,0,0,0,0,0
940,12.7,1,0,4.0,5.0,32.0,4.0,2600.0,160.0,640,4.166355098,5.705181496,1,0,0,0,0,0,0
941,12.7,0,0,4.0,5.0,32.0,4.0,2600.0,160.0,1028,4.736461572,5.70348243,1,0,0,0,0,0,0
942,12.7,1,0,13.0,5.0,16.0,4.0,2700.0,151.0,754,4.185403293,5.523379077,1,0,0,0,0,0,0
943,10.29,1,0,13.0,5.0,16.0,4.0,2100.0,137.0,697,4.407572542,5.628052675,1,0,0,0,0,0,0
944,12.7,1,0,4.0,5.0,16.0,4.0,2600.0,160.0,1047,4.713755496,5.700109069,1,0,0,0,0,0,0
945,12.7,0,0,5.0,2.0,16.0,4.0,1950.0,160.0,977,3.96726848,5.07991257,1,0,0,0,0,0,0
946,12.7,1,0,13.0,5.0,16.0,4.0,2600.0,145.0,1081,4.808682295,6.040326137,1,0,0,0,0,0,0
947,10.29,1,0,13.0,5.0,16.0,4.0,2110.0,137.0,1090,4.340292766,5.516327766,1,0,0,0,0,0,0
948,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,150.0,1044,3.962906216,5.196616812,1,0,0,0,0,0,0
949,10.16,0,0,5.0,0.3,16.0,4.0,1300.0,130.0,838,3.938664936,4.615120517,1,0,0,0,0,0,0
950,12.7,1,0,4.0,5.0,32.0,4.0,2600.0,160.0,768,4.237000863,5.524137333,1,0,0,0,0,0,0
951,12.7,1,0,4.0,5.0,16.0,4.0,2600.0,160.0,608,4.572956864,5.521340911,1,0,0,0,0,0,0
952,10.29,0,0,5.0,0.3,16.0,4.0,2000.0,140.0,641,3.584351925,4.93562435,1,0,0,0,0,0,0
953,10.29,0,0,5.0,0.3,16.0,4.0,2000.0,140.0,613,3.58407434,5.011368359,1,0,0,0,0,0,0
954,12.83,0,0,13.0,5.0,32.0,4.0,2600.0,165.0,620,4.117409835,5.52317944,1,0,0,0,0,0,0
955,12.83,1,0,13.0,5.0,32.0,4.0,2600.0,165.0,575,4.618382517,5.52001988,1,0,0,0,0,0,0
956,10.34,1,0,8.0,1.3,32.0,4.0,2040.0,143.5,770,4.061649179,5.301312876,1,0,0,0,0,0,0
957,10.24,0,0,8.0,2.1,32.0,4.0,2100.0,130.0,996,4.372102553,5.248654322,0,0,0,0,0,0,0
958,12.7,0,0,8.0,2.1,32.0,4.0,2100.0,149.0,683,4.233526626,5.395126422,1,0,0,0,0,0,0
959,12.7,0,0,8.0,2.1,32.0,4.0,2100.0,149.0,579,4.633757643,5.513307771,0,0,0,0,0,0,0
960,10.29,0,0,5.0,0.3,16.0,4.0,2100.0,130.0,959,3.673511977,5.60241398,0,0,0,0,0,0,0
961,10.24,0,0,8.0,2.1,32.0,4.0,2100.0,130.0,555,4.506233438,5.487780031,0,0,0,0,0,0,0
962,12.93,1,0,4.0,2.1,16.0,4.0,3300.0,217.0,683,4.742320024,5.91242134,0,0,0,0,0,0,0
963,10.24,0,0,5.0,0.3,16.0,4.0,1650.0,120.0,1018,4.025351691,5.065880768,0,0,0,0,0,0,0
964,10.29,1,0,5.0,0.3,32.0,4.0,2100.0,130.0,814,4.373616367,5.440858053,0,0,0,0,0,0,0
965,10.24,0,0,8.0,1.6,16.0,4.0,1800.0,123.0,770,4.217004575,5.190342325,0,0,0,0,0,0,0
966,10.24,1,0,4.0,1.6,16.0,4.0,1800.0,122.0,920,4.172847624,5.476589067,0,0,0,0,0,0,0
967,10.24,1,0,8.0,1.6,32.0,4.0,1800.0,120.0,686,3.764218811,5.142949279,0,0,0,0,0,0,0
968,12.7,1,0,4.0,2.1,16.0,4.0,3200.0,160.0,845,3.642835516,5.699171862,0,0,0,0,0,0,0
969,10.29,0,0,8.0,1.6,32.0,4.0,1860.0,130.0,1072,4.402931595,5.665561262,0,0,0,0,0,0,0
